,ID,nom,departement,ville,CP,type,NO2_2012,PM10_2012,PM25_2012,geometry
7102,0932016L,Ecole maternelle Henri Wallon,93,Saint-Denis,93200,primaire,32.817336881160735,26.42104835510254,16.1168394446373,"c(2.36213963361074, 48.9416462641781)"
7103,0932020R,Ecole maternelle Louis Solbes,93,Aulnay-sous-Bois,93600,primaire,31.812928249835966,24.804411747455603,15.13069134473801,"c(2.49113186799246, 48.9360034412019)"
7104,0932026X,Lycée polyvalent Alfred Nobel,93,Clichy-sous-Bois,93390,secondaire,31.0694693672657,24.732721370458602,15.256630170941351,"c(2.54831911042578, 48.9025651975134)"
7105,0932028Z,Ecole primaire Charles Péguy,93,Villepinte,93420,primaire,30.01910932540893,25.166842619180684,15.41399427831173,"c(2.55012876650228, 48.9586588741225)"
7106,0932030B,Lycée polyvalent Maurice Utrillo,93,Stains,93240,secondaire,31.035118735432626,26.245922356545925,16.012302439063788,"c(2.36991004054456, 48.9534849460685)"
7107,0932031C,Lycée général et technologique Charles de Gaulle,93,Rosny-sous-Bois,93110,secondaire,33.556268956065175,23.03689237087965,14.064954162687066,"c(2.49056314180463, 48.8620781603755)"
7108,0932034F,Lycée général et technologique Wolfgang Amadeus Mozart,93,Le-Blanc-Mesnil,93150,secondaire,32.49192161560059,25.028598356246942,15.26744508743286,"c(2.46795988623815, 48.9438604848337)"
7109,0932036H,Lycée général et technologique privé Françoise Cabrini,93,Noisy-le-Grand,93167,secondaire,31.270063114166266,22.260098991394038,13.578660354614255,"c(2.54908876798758, 48.846150986984)"
7110,0932038K,Collège Françoise Dolto,93,Villepinte,93420,secondaire,29.785706485509877,25.044874372482294,15.314963669776914,"c(2.5488949848621, 48.9593646473194)"
7111,0932040M,Section d'enseignement général et professionnel adapté privé Saint-Joseph,93,Pantin,93500,secondaire,37.551704227924354,25.63432025909424,15.636935397982596,"c(2.41509932881729, 48.8913948118078)"
7112,0932043R,Collège privé Chne Ohr,93,Aubervilliers,93300,secondaire,37.193574274331326,26.20025487346575,15.983715674113482,"c(2.38655462084228, 48.9115053763287)"
7113,0932045T,Section d'enseignement général et professionnel adapté Jean Jaurès,93,Saint-Ouen,93400,secondaire,39.46944341063501,27.1680430918932,16.690846383571625,"c(2.33571228615848, 48.9116542082433)"
7114,0932046U,Lycée polyvalent Léonard de Vinci - Lycée des métiers du transport,93,Tremblay-en-France,93290,secondaire,28.852927604722794,24.90563115596771,15.192434792518617,"c(2.56998237489715, 48.9666549792005)"
7115,0932047V,Lycée polyvalent Evariste Galois - Lycée des métiers de l'audiovisuel,93,Noisy-le-Grand,93165,secondaire,31.770302379131323,22.193141829967498,13.537816501855852,"c(2.53893390374572, 48.8449764097548)"
7116,0932048W,Lycée polyvalent Blaise Cendrars,93,Sevran,93270,secondaire,29.264923515319825,24.685409359931946,15.058099408149722,"c(2.5387766363001, 48.9395730141811)"
7117,0932051Z,Ecole primaire Jules Vallès,93,Saint-Ouen,93400,primaire,39.24112224867567,26.49890741925221,16.1647237406252,"c(2.33571978340686, 48.9036908510084)"
7118,0932053B,Ecole maternelle Tourville,93,Livry-Gargan,93190,primaire,28.81019079685211,24.68775157779455,15.080108338594437,"c(2.55130838144114, 48.9330505140173)"
7119,0932054C,Ecole maternelle Etienne Dolet,93,Rosny-sous-Bois,93110,primaire,34.51679483890533,23.99101647615433,14.64894982099533,"c(2.46808449342364, 48.876407431265)"
7120,0932067S,Ecole maternelle Camille Claudel,93,Bondy,93140,primaire,51.40483039855957,31.32142281532288,20.675067925453188,"c(2.48870335773514, 48.901580020344)"
7121,0932068T,Ecole maternelle Jean Macé,93,Clichy-sous-Bois,93390,primaire,30.00607034683227,23.78964958190918,14.511686153411866,"c(2.53303478430351, 48.8987025412892)"
7122,0932070V,Ecole maternelle Moulin Dos d'Ane,93,Saint-Denis,93200,primaire,34.04842994213105,26.77124154210091,16.388627442121507,"c(2.35854490451288, 48.9389004587819)"
7123,0932071W,Ecole maternelle Françoise Dolto,93,Sevran,93270,primaire,30.200396078825,24.78713514208793,15.120152291655538,"c(2.52400524981381, 48.9480564890101)"
7124,0932072X,Ecole primaire Marie Laurencin,93,Villepinte,93420,primaire,29.64653968811035,24.84789848327637,15.15721845626831,"c(2.54800426986194, 48.9669446491514)"
7125,0932073Y,Lycée polyvalent Paul Robert,93,Les-Lilas,93260,secondaire,37.31842759251594,25.42249022424221,15.507719069719315,"c(2.42094441213202, 48.8829606166684)"
7126,0932074Z,Lycée polyvalent Marcel Cachin,93,Saint-Ouen,93400,secondaire,36.54368870258331,26.59066424131393,16.22030519604683,"c(2.33750249474259, 48.9179664508954)"
7127,0932110N,Lycée général privé Chne Or,93,Aubervilliers,93300,secondaire,37.1690543577075,26.200915227364746,15.983118494506927,"c(2.38664973628075, 48.9116542483672)"
7128,0932112R,Section d'enseignement professionnel du Lycée de l'Horticulture,93,Montreuil,93100,secondaire,35.270663700103775,23.8885506772995,14.57201627969742,"c(2.45657293240222, 48.8596883906406)"
7129,0932113S,Section d'enseignement professionnel du Lycée Evariste Galois,93,Noisy-le-Grand,93165,secondaire,31.71982157330494,22.191278743743897,13.536680035591125,"c(2.53981438965835, 48.844794534646)"
7130,0932115U,Section d'enseignement professionnel du Lycée Léonard de Vinci,93,Tremblay-en-France,93290,secondaire,28.891989666037265,24.90600562295877,15.193443204974756,"c(2.56920107339781, 48.966992988418)"
7131,0932116V,"Lycée polyvalent Eugénie Cotton - Lycée des métiers création graphique, numérique et développement de l'entreprise",93,Montreuil,93100,secondaire,37.269827203750616,25.026236156821252,15.383003905117517,"c(2.43692800202846, 48.8668786131065)"
7132,0932117W,Lycée polyvalent Lucie Aubrac,93,Pantin,93500,secondaire,39.831170938014985,26.377389779090876,16.224207848906513,"c(2.40807379795879, 48.8939512210799)"
7133,0932118X,Lycée polyvalent Jean Moulin,93,Le-Blanc-Mesnil,93150,secondaire,32.50038843154907,25.02085785269737,15.262723395228386,"c(2.4686819517844, 48.9436055970718)"
7134,0932119Y,Lycée polyvalent Eugène Henaff,93,Bagnolet,93170,secondaire,37.50340374469757,25.32431591033935,15.551182863712311,"c(2.43072116211861, 48.8748838901453)"
7135,0932120Z,Lycée polyvalent Henri Sellier,93,Livry-Gargan,93190,secondaire,33.78719530582428,25.56733515501022,15.864074281454087,"c(2.51601263812785, 48.9182845662956)"
7136,0932121A,Lycée polyvalent Suger,93,Saint-Denis,93200,secondaire,34.70882949829102,26.40169715881348,16.10503511428833,"c(2.36714168946888, 48.9294065308948)"
7137,0932122B,Lycée polyvalent d'Alembert,93,Aubervilliers,93300,secondaire,36.500443459749214,26.337710323631764,16.113193360865115,"c(2.38629713024633, 48.9170275635285)"
7138,0932123C,Lycée polyvalent Sabatier,93,Bobigny,93000,secondaire,35.833672811985025,25.841817649900907,15.829358912408352,"c(2.42922961951919, 48.9076029026322)"
7139,0932126F,Lycée polyvalent François Rabelais,93,Dugny,93440,secondaire,31.597503185272217,25.685867404937746,15.668378782272338,"c(2.41766620098508, 48.9491815115548)"
7140,0932128H,Section d'enseignement général et professionnel adapté Politzer,93,Bagnolet,93170,secondaire,37.858308045268046,25.26114553421736,15.409299077689647,"c(2.41789833663707, 48.8597610316782)"
7141,0932129J,Lycée polyvalent Application de l'Enna,93,Saint-Denis,93203,secondaire,33.23082545697688,26.53033710867167,16.190375855192542,"c(2.35546761884885, 48.9394819737816)"
7142,0932221J,Lycée polyvalent Blaise Pascal,93,Villemomble,93250,secondaire,32.74813434004784,23.748725694417953,14.56768298327923,"c(2.51129799553478, 48.8822708469545)"
7143,0932222K,Lycée polyvalent René Cassin,93,Le-Raincy,93340,secondaire,45.99120161056518,29.11756335258484,18.88971395015717,"c(2.51933447201281, 48.9012329342046)"
7144,0932228S,Section d'enseignement professionnel du Lycée Jean Rostand,93,Villepinte,93420,secondaire,29.417780762910844,24.85610637664795,15.162225204706195,"c(2.5465449304782, 48.9601309374717)"
7145,0932229T,Lycée polyvalent Paul Le Rolland,93,Drancy,93700,secondaire,32.973830917384475,25.05245647888165,15.282388750719836,"c(2.461679205642, 48.9246742248623)"
7146,0932236A,Section d'enseignement professionnel du Lycée Blaise Cendrars,93,Sevran,93270,secondaire,29.264923515319825,24.685409359931946,15.058099408149722,"c(2.5387766363001, 48.9395730141811)"
7147,0932244J,Ecole maternelle Brise Echalas,93,Saint-Denis,93200,primaire,33.490049675852056,26.58543841689825,16.219407638162373,"c(2.34688740808038, 48.9377853415619)"
7148,0932260B,Lycée polyvalent Georges Brassens,93,Villepinte,93420,secondaire,29.868533802032477,24.822034382820128,15.141440916061402,"c(2.53258567598285, 48.9554066158888)"
7149,0932261C,Collège Joséphine Baker,93,Saint-Ouen,93400,secondaire,39.65615034401417,26.844648832082747,16.446886023879053,"c(2.33734300157221, 48.9062736764243)"
7150,0932262D,Collège de la Pléiade,93,Sevran,93270,secondaire,29.472176685333253,24.79288565158844,15.1236603307724,"c(2.53678511321079, 48.948142520388)"
7151,0932263E,Collège Camille Claudel,93,Villepinte,93420,secondaire,29.839259110689163,25.313570822477335,15.503268406987193,"c(2.56210047305343, 48.9531871744058)"
7152,0932264F,Ecole maternelle Marthe Tesson,93,Bobigny,93000,primaire,34.48432600975037,25.449827146530147,15.52439476251602,"c(2.43421594606954, 48.9092372076396)"
7153,0932265G,Ecole maternelle Alain Savary,93,Bondy,93140,primaire,33.99005058865529,24.348894515037536,14.85282579660416,"c(2.47430246983538, 48.8972738532894)"
7154,0932266H,Ecole maternelle Nelson Mandela,93,Le-Pré-Saint-Gervais,93310,primaire,39.1924308013916,25.878032908439643,15.785600128173828,"c(2.40066838830203, 48.8883323166606)"
7155,0932267J,Lycée polyvalent Liberté - Lycée des métiers du laboratoire et de la santé,93,Romainville,93230,secondaire,36.48455897424369,25.21222080579028,15.379624839639295,"c(2.42978146774072, 48.8833807465975)"
7156,0932269L,Ecole élémentaire privée de l'Alliance,93,Les-Pavillons-sous-Bois,93320,primaire,32.215825004577646,24.415282899141307,14.955542286634447,"c(2.51144079794967, 48.9067289886226)"
7157,0932272P,Collège Rosa Luxemburg,93,Aubervilliers,93300,secondaire,37.35361227869986,26.45793819844723,16.173162678480143,"c(2.37549386007471, 48.9151317691393)"
7158,0932273R,Collège Iqbal Masih,93,Saint-Denis,93200,secondaire,39.12451518058776,26.718040820360194,16.356174830198288,"c(2.35915348960314, 48.9106649636957)"
7159,0932281Z,Section d'enseignement général et technologique du Lycée professionnel Hélène Boucher,93,Tremblay-en-France,93290,secondaire,28.630648367404948,25.17232950448991,15.372120707631113,"c(2.5793952724226, 48.9504640997745)"
7160,0932282A,Lycée polyvalent Léo Lagrange,93,Bondy,93140,secondaire,32.520485031604764,24.304044550657274,14.825466877222064,"c(2.49148132663002, 48.9062583195158)"
7161,0932289H,Ecole maternelle Dulcie September,93,Drancy,93700,primaire,33.293942487239825,25.435429238080978,15.5156116104126,"c(2.43974398647286, 48.9215403709961)"
7162,0932290J,Ecole élémentaire Dulcie September,93,Drancy,93700,primaire,33.293942487239825,25.435429238080978,15.5156116104126,"c(2.43974398647286, 48.9215403709961)"
7163,0932291K,Lycee polyvalent Nicolas-Joseph Cugnot,93,Neuilly-sur-Marne,93330,secondaire,53.16355452537535,31.054474763870243,20.780229682922364,"c(2.52027872722676, 48.8650806246248)"
7164,0932301W,Collège Henri IV,93,Vaujours,93410,secondaire,34.22937389612198,26.781253719329833,16.763324964046472,"c(2.56351124665498, 48.9342835159861)"
7165,0932302X,Collège privé Merkaz Hatorah Filles,93,Le-Raincy,93340,secondaire,40.59422285795212,27.089483804702763,17.150584844350814,"c(2.52516460211397, 48.8944970248805)"
7166,0932303Y,Lycée général privé Merkaz Hatorah Filles,93,Le-Raincy,93340,secondaire,40.59422285795212,27.089483804702763,17.150584844350814,"c(2.52516460211397, 48.8944970248805)"
7167,0932310F,,93,Aulnay-sous-Bois,93600,secondaire,33.713816576004035,25.73512100696564,15.895793969631194,"c(2.49473641770143, 48.947849476007)"
7168,0932311G,Collège Théodore Monod,93,Gagny,93220,secondaire,28.493493801355363,23.216334253549576,14.161963999271393,"c(2.55845086202382, 48.8782218538142)"
7169,0932315L,Ecole maternelle Robillard,93,Les-Pavillons-sous-Bois,93320,primaire,31.706870670318605,24.124151754379266,14.715732266902922,"c(2.50599334612093, 48.9050150663105)"
7170,0932333F,,93,Noisy-le-Grand,93160,secondaire,31.790016591548916,22.162538516521447,13.519148570299151,"c(2.53968995359279, 48.8434558286843)"
7171,0932334G,Collège Lucie Aubrac,93,Villetaneuse,93430,secondaire,30.21906383156776,26.351420332193374,16.07436661243439,"c(2.35071645947916, 48.9598716652094)"
7172,0932340N,,93,Drancy,93700,primaire,33.51946420013904,25.77671262413264,15.7627946677804,"c(2.42603028986305, 48.9262974532664)"
7173,0932366S,collège Robert Doisneau,93,Clichy-sous-Bois,93390,secondaire,37.50457966804504,27.039155187606806,17.083174767494203,"c(2.54371014658994, 48.912483131438)"
7174,0932367T,,93,Saint-Denis,93200,secondaire,34.37136290173511,26.50103541135788,16.165631980895995,"c(2.35503429704802, 48.9328132389371)"
7175,0932368U,,93,Bondy,93140,secondaire,32.731849384307864,24.259282219409943,14.798161929845813,"c(2.48998365463866, 48.9034497324237)"
7176,0932369V,,93,Bagnolet,93172,secondaire,42.78029813766479,27.26402123689651,17.03776329755783,"c(2.41784566606259, 48.8710618592262)"
7177,0932370W,,93,Aulnay-sous-Bois,93600,secondaire,31.756028804928064,24.895533647239205,15.190295685790481,"c(2.48962070981379, 48.9497882010288)"
7178,0932372Y,,93,Sevran,93270,primaire,29.74057056427001,24.58273207187653,14.995466647148135,"c(2.52960768941578, 48.9327451842032)"
7179,0932373Z,,93,Gagny,93220,secondaire,29.456127992868428,23.455060217380534,14.307586714625359,"c(2.54211943748026, 48.8876527699347)"
7180,0932375B,,93,Gagny,93220,,29.456127992868428,23.455060217380534,14.307586714625359,"c(2.54211943748026, 48.8876527699347)"
7181,0932376C,,93,Bobigny,93000,,44.08148982286453,28.75659877091646,18.189525290429593,"c(2.42820797185858, 48.908704172068)"
7182,0932377D,,93,Saint-Denis,93200,,32.68465109467506,26.49979323893785,16.212063725292683,"c(2.36407511143051, 48.9447986282684)"
7183,0932380G,Ecole A.G.S.J.S.C.,93,Épinay-sur-Seine,93800,primaire,30.568465347290047,26.629615147113803,16.244065248966216,"c(2.31862090834011, 48.9586414351921)"
7184,0932387P,,93,Les-Pavillons-sous-Bois,93320,secondaire,32.204927349090575,24.459907388687128,14.920543098449704,"c(2.49241033102923, 48.9131157953199)"
7185,0932390T,,93,Saint-Denis,93200,primaire,38.060161962509156,26.406378526687625,16.10789077758789,"c(2.36126474315437, 48.9109487292901)"
7186,0932391U,,93,Le-Blanc-Mesnil,93150,primaire,32.65411338806152,25.10124793052673,15.311761629581449,"c(2.46188879459202, 48.9356823708327)"
7187,0932392V,Ecole élémentaire Victor Hugo,93,Les-Lilas,93260,primaire,42.417183536291134,27.17237723648548,16.92120033532381,"c(2.41316228593402, 48.880297594532)"
7188,0932395Y,,93,Bobigny,93000,primaire,35.91721223831177,25.601113190650945,15.794908933639526,"c(2.46752678866514, 48.9092199409401)"
7189,0932396Z,établissement expérimental nouvelles chances lycée mozart,93,Le-Blanc-Mesnil,93150,,32.49192161560059,25.028598356246942,15.26744508743286,"c(2.46795988623815, 48.9438604848337)"
7190,0932409N,,93,Saint-Denis,93200,primaire,38.09109654426575,26.409308981895453,16.10967837572098,"c(2.36048108707346, 48.9108797982396)"
7191,0932412S,Ecole maternelle Angela DAVIS,93,Aubervilliers,93300,primaire,38.13521188735961,27.120368006229402,16.716324399709706,"c(2.38724464994376, 48.9191826339809)"
7192,0932413T,,93,Pierrefitte-sur-Seine,93380,primaire,28.346908664703374,26.019024085998534,15.87160465717316,"c(2.3622770209425, 48.9726402443196)"
7193,0932425F,,93,Aubervilliers,93300,primaire,37.83490399122239,26.286346301436424,16.05557136297226,"c(2.38752745103962, 48.9097630068351)"
7194,0932440X,,93,Bondy,93140,primaire,32.67420202255249,24.53264410018921,14.964912524223328,"c(2.48439493734571, 48.9122470207978)"
7195,0932441Y,,93,Bondy,93140,primaire,35.73672835826873,25.270673632621765,15.626900774240493,"c(2.48324984027081, 48.9018425938598)"
7196,0932442Z,,93,Montreuil,93100,primaire,39.36573028564453,25.628633213043212,16.007146233320235,"c(2.44544653784395, 48.8547161451114)"
7197,0932443A,BAKER JOSEPHINE,93,Pantin,93500,primaire,38.537804374694815,26.00084581375122,15.860516119003297,"c(2.39662031224029, 48.9011991851948)"
7198,0932444B,,93,Pierrefitte-sur-Seine,93380,primaire,29.794252438545218,26.26877789020539,16.023954696655277,"c(2.35487029238801, 48.9623283946804)"
7199,0932448F,,93,Saint-Denis,93200,primaire,35.352216511666775,26.43669653339312,16.1279451767914,"c(2.36323868482257, 48.9261376137159)"
7200,0932449G,,93,Drancy,93700,primaire,33.2349056482315,25.540595279633997,15.592943048477172,"c(2.43799737968006, 48.9268370930148)"
7201,0932454M,collège Lucie Aubrac,93,Livry-Gargan,93190,secondaire,29.222290372848512,24.69288434833288,15.083239203691482,"c(2.54420483817965, 48.9334247845886)"
7202,0932456P,E.E.A,93,Saint-Ouen,93400,primaire,37.79503292679786,26.591384994387628,16.220744353532798,"c(2.32399645098356, 48.90870817798)"
7203,0932461V,,93,Aubervilliers,93300,secondaire,37.47449153661728,26.525790840387344,16.230122730135918,"c(2.37500323950519, 48.9155374932988)"
7204,0932463X,,93,Le-Bourget,93350,,35.62343406677247,26.720389549732214,16.495737767219545,"c(2.41946191211713, 48.9344789786567)"
7205,0932470E,Ecole Maternelle LA LISON,93,Saint-Denis,93200,primaire,37.83835700035095,26.444476881027217,16.131130895614625,"c(2.3557796912082, 48.9122997918713)"
7206,0932471F,Ecole Elémentaire CESAIRE Aimé,93,Saint-Denis,93200,primaire,37.81416984558104,26.44526985168457,16.13161460876465,"c(2.35573090059013, 48.9124937794066)"
7207,0932472G,Ecole Elémentaire CARSON Rachel,93,Saint-Denis,93200,primaire,35.352216511666775,26.43669653339312,16.1279451767914,"c(2.36323868482257, 48.9261376137159)"
7208,0932482T,,93,Pantin,93500,primaire,60.1763689661026,33.306445640325535,21.708002036809926,"c(2.40120461912877, 48.8957795527524)"
7209,0932483U,,93,Aubervilliers,93300,primaire,36.512468158006655,26.330145049393174,16.108578543961052,"c(2.38715887940078, 48.9168485177407)"
7210,0932484V,,93,Aubervilliers,93300,primaire,36.17182524681091,26.231844906806945,16.001425448656082,"c(2.38509969574537, 48.9175538085109)"
7211,0932485W,,93,La-Courneuve,93120,primaire,34.38419303894043,26.293700218200684,16.03915730714798,"c(2.37877095734344, 48.9300195437509)"
7212,0932486X,,93,Drancy,93700,primaire,33.098673627376556,25.50343036532402,15.557092429399493,"c(2.4363979080366, 48.9260786766637)"
7213,0932494F,Ecole Maternelle Privée Montessori Maison des Enfants,93,Le-Pré-Saint-Gervais,93310,primaire,39.20520247220993,25.94051972508431,15.883237181901931,"c(2.40950428157083, 48.8821879777071)"
7214,0932495G,Ecole Montessori Enfants du Monde,93,Montreuil,93100,primaire,34.96846333742141,24.177449576854702,14.74824424445629,"c(2.45855457248978, 48.8747863888604)"
7215,0932500M,Ecole élémentaire Maria CASARES,93,Saint-Denis,93200,primaire,37.337673211097716,26.504479835927487,16.182852682471278,"c(2.36563999202199, 48.9158929666061)"
7216,0932501N,Ecole élémentaire CALMETTE,93,Le-Blanc-Mesnil,93150,primaire,33.20253391504288,25.248140575885767,15.47229600727558,"c(2.47430209660987, 48.9405350865803)"
7217,0932502P,,93,Saint-Denis,93200,primaire,36.997181626367386,26.394681339263915,16.100755646228787,"c(2.36578512743286, 48.9161878065166)"
7218,0932503R,Ecole élémentaire Louis BLEROT,93,Le-Bourget,93350,primaire,32.899962848052375,25.61274241413921,15.624893075041475,"c(2.42976697432752, 48.9322739537482)"
7219,0932504S,Ecole élémentaire Marie PAPE-CARPANTIER,93,Clichy-sous-Bois,93390,primaire,28.6196626663208,23.92249345779419,14.592721247673035,"c(2.55098002083609, 48.9042011319549)"
7220,0932510Y,Ecole Primaire Georges VALBON,93,Bobigny,93000,primaire,34.722252045273784,25.234333559125663,15.401003507524733,"c(2.44385639814147, 48.9046104788623)"
7221,0932556Y,ECOLE LES MERVEILLES,93,Rosny-sous-Bois,93110,primaire,33.40002818435431,23.39320584736765,14.274265652820468,"c(2.48757324232156, 48.8725444022049)"
7222,0932561D,Ecole Moderato Montessori,93,Pantin,93500,primaire,39.98921421289445,26.400459735393525,16.304410479664806,"c(2.40949209946319, 48.8911991195254)"
7223,0932562E,Ecole ECOFIH,93,Bobigny,93000,secondaire,36.49987182617186,25.61062643527985,15.721672296524048,"c(2.44396990386067, 48.8993482662277)"
7224,0932563F,,93,Aubervilliers,93300,primaire,41.54966587603093,27.12440262973309,16.753745533823967,"c(2.38591365826373, 48.9024613597824)"
7225,0932564G,Ecole Elémentaire Publique Françoise Heritier,93,Montreuil,93100,primaire,38.89333241701127,25.655505913496018,15.801878665089607,"c(2.42310772241003, 48.8547157543166)"
7226,0932565H,Ecole Maternelle,93,La-Courneuve,93120,primaire,35.876788997650145,26.44288052320481,16.230677078962323,"c(2.41306822645613, 48.9219144744324)"
7227,0932566J,Ecole Maternelle Publique Taos Amrouche,93,Aubervilliers,93300,primaire,41.54966587603093,27.12440262973309,16.753745533823967,"c(2.38591365826373, 48.9024613597824)"
7228,0932567K,Ecole Maternelle Publique,93,Épinay-sur-Seine,93800,primaire,40.41224386453628,29.67419765710831,18.73813028097152,"c(2.3333299938124, 48.9487277997499)"
7229,0932568L,Ecole Elémentaire Publique Angela Davis,93,La-Courneuve,93120,primaire,35.876788997650145,26.44288052320481,16.230677078962323,"c(2.41306822645613, 48.9219144744324)"
7230,0932570N,Ecole Elémentaire Publique Charmilles,93,Noisy-le-Grand,93160,primaire,30.007838619947435,22.208706738948823,13.547311415672304,"c(2.57527937943588, 48.8318401744742)"
7231,0932571P,Ecole Elémentaire Publique Opaline/Lacore,93,Saint-Denis,93200,primaire,38.793546941876414,26.39259540885687,16.10077337231487,"c(2.36217203072212, 48.9072753965884)"
7232,0932572R,Ecole Elémentaire Publique Pef,93,Saint-Ouen,93400,primaire,37.44389720439909,26.825218414664267,16.408013131022457,"c(2.33120889538556, 48.9147011835472)"
7233,0932574T,Ecole élémentaire FORT SCHOOL,93,Aubervilliers,93300,primaire,36.895829010009756,26.52221111059189,16.28329874277115,"c(2.39616014709139, 48.9173501670149)"
7234,0932575U,COLLEGE LA REUSSITE,93,Aubervilliers,93300,secondaire,37.55913544893265,26.55308003425598,16.253909122943877,"c(2.3748737882286, 48.915636640294)"
7235,0932576V,Groupe Scolaire Privé Bellevue Muhammed Hamidullah (GSPB),93,Clichy-sous-Bois,93390,primaire,29.209893429279326,24.396042856574066,14.930285975337029,"c(2.54869742711192, 48.9141558161637)"
7236,0932577W,Lycée Germaine Tillion,93,Le-Bourget,93350,secondaire,33.462720882892604,25.960097450613976,15.879289603233335,"c(2.41980282526607, 48.9347531116923)"
7237,0932578X,Simone Veil,93,Aulnay-sous-Bois,93600,secondaire,39.39977159500122,26.846148586273195,16.863910307884222,"c(2.4892612702576, 48.9227131184616)"
7238,0932579Y,Cesaria Evora,93,Montreuil,93100,secondaire,34.98140004500746,23.93253767890856,14.599408045317974,"c(2.46012158825305, 48.8665852770748)"
7239,0932580Z,Jacqueline de Romilly,93,Le-Blanc-Mesnil,93150,secondaire,32.646294161081315,25.48838838577271,15.584097222685815,"c(2.44533166375241, 48.9433451509518)"
7240,0932581A,College International,93,Noisy-le-Grand,93160,secondaire,32.07175007462501,22.128230291605,13.498220536112786,"c(2.53651111436628, 48.842380526438)"
7241,0932582B,Dora Maar,93,Saint-Denis,93200,secondaire,36.0073256969452,26.60690776348114,16.230213692188265,"c(2.33756134342304, 48.9209542544602)"
7242,0932583C,Cours Alexandre Dumas,93,Montfermeil,93370,primaire,27.950033169984824,24.157569977641106,14.779747468233108,"c(2.57269767848203, 48.9029954840665)"
7243,0932584D,Cours Alexandre Dumas,93,Montfermeil,93370,secondaire,27.460135097503663,23.951161499023442,14.610208187103273,"c(2.5710050202142, 48.9036315308454)"
7244,0932586F,Saint Vincent de Paul,93,Saint-Denis,93200,secondaire,33.553791689872746,26.536870223879813,16.200010934323075,"c(2.35854059248348, 48.938253851067)"
7245,0932588H,Ecole Elémentaire DELAUNE 1,93,Bobigny,93000,primaire,33.77606182098389,24.789169281721115,15.121393352746965,"c(2.46373361388035, 48.9076733118543)"
7246,0932589J,Ecole Elémentaire DELAUNE  2,93,Bobigny,93000,primaire,33.77606182098389,24.789169281721115,15.121393352746965,"c(2.46373361388035, 48.9076733118543)"
7247,0932590K,Ecole Maternelle LES ZEFIROTTES,93,Montreuil,93100,primaire,37.02075603485108,24.8414559674263,15.20473815023899,"c(2.43815412251594, 48.8608812955832)"
7248,0932591L,Ecole Primaire Stéphane HESSEL,93,Montreuil,93100,primaire,37.02075603485108,24.8414559674263,15.20473815023899,"c(2.43815412251594, 48.8608812955832)"
7249,0932592M,Ecole Maternelle LES BOUTOURS,93,Rosny-sous-Bois,93110,primaire,33.47850021034479,23.26471315838397,14.193375068567693,"c(2.48701076050564, 48.8686101286139)"
7250,0932593N,Ecole Maternelle Danièle MITTERRAND,93,Pierrefitte-sur-Seine,93380,primaire,31.387070603370663,27.00635207056999,16.677254652380945,"c(2.36679650531054, 48.9732433083261)"
7251,0932594P,Ecole Primaire Danièle MITTERRAND,93,Pierrefitte-sur-Seine,93380,primaire,31.387070603370663,27.00635207056999,16.677254652380945,"c(2.36679650531054, 48.9732433083261)"
7252,0932595R,Ecole Primaire LA ROSERAIE DE CHAMBRUN,93,Saint-Denis,93200,primaire,44.86289675235747,29.66747546195984,18.64516009092331,"c(2.35904914156379, 48.9302169477332)"
7253,0932596S,Ecole Maternelle Jean MACE,93,Les-Pavillons-sous-Bois,93320,primaire,35.632143478393566,25.640166850090033,15.919101338386536,"c(2.49751500187014, 48.9088269958764)"
7254,0932603Z,Ecole Primaire Privée MALIK IBN ANAS,93,Villepinte,93420,primaire,28.625728499889373,24.886317849159237,15.180654078722,"c(2.56287895450333, 48.9557645794749)"
7255,0932604A,Ecole Primaire Privée FITRATI,93,Aulnay-sous-Bois,93600,primaire,31.089098167419433,24.83097729682923,15.146896266937256,"c(2.50375778297112, 48.9494824507392)"
7256,0932610G,Ecole Maternelle LES PETITS CAILLOUX,93,Saint-Denis,93200,primaire,38.333688152837574,26.42360046505928,16.118396255373952,"c(2.35659962125947, 48.9099875857024)"
7257,0932611H,Ecole Elémentaire NIKI DE SAINT PHALLE,93,Saint-Denis,93200,primaire,38.333688152837574,26.42360046505928,16.118396255373952,"c(2.35659962125947, 48.9099875857024)"
7258,0932612J,Ecole Maternelle CONFLUENCE,93,Saint-Denis,93200,primaire,33.88954446315765,26.50972483515739,16.170932540893553,"c(2.35387497223375, 48.9356010798925)"
7259,0932613K,Ecole Elémentaire PINA BAUSCH,93,Saint-Denis,93200,primaire,33.88954446315765,26.50972483515739,16.170932540893553,"c(2.35387497223375, 48.9356010798925)"
7260,0932614L,Ecole Elémentaire MALALA YOUSAFZAI,93,Aubervilliers,93300,primaire,38.89188916802407,27.08957664251328,16.622981744408605,"c(2.3671413388675, 48.9154098881572)"
7261,0932618R,Lycée technologique privé Robert Schuman,93,Dugny,93440,secondaire,42.324094918966296,29.529153205156327,18.694783278107646,"c(2.41462548522928, 48.9489463819363)"
7262,0932619S,lycée général privé Saint Germain,93,Drancy,93700,secondaire,42.68012489318848,28.835526294708252,18.315670804977415,"c(2.44020542584994, 48.925834831858)"
